EmployeeID,Age,Gender,Department,HoursWorkedPerWeek,SatisfactionScore,PerformanceRating,YearsAtCompany,Promotions,LeftCompany,ProductivityScore
7769,28,Male,IT,53,4.59,4,1,0,No,83.0
7770,43,Male,HR,41,2.0,4,29,2,Yes,48.7
7771,49,Female,HR,26,2.64,3,13,1,No,44.6
7772,40,Male,Finance,52,4.3,2,10,2,No,79.4
7773,36,Female,Marketing,25,4.03,3,18,0,No,57.8
7774,37,Male,Finance,35,1.53,5,18,0,No,39.8
7775,36,Male,Operations,27,1.43,4,18,1,No,33.2
7776,39,Male,IT,42,3.17,1,2,4,No,61.1
7777,28,Female,Finance,37,1.41,4,10,4,No,40.0
7778,58,Male,Operations,33,4.3,3,19,4,No,66.1
7779,58,Male,HR,55,2.01,1,29,3,No,58.6
7780,49,Male,IT,34,1.75,3,25,3,Yes,41.3
7781,56,Female,Finance,24,1.74,4,28,1,Yes,34.2
7782,46,Female,Sales,34,1.18,3,15,3,Yes,35.6
7783,51,Male,Operations,30,3.57,5,16,2,No,56.7
7784,32,Male,Operations,21,1.66,2,28,1,No,31.3
7785,37,Female,Marketing,42,1.93,3,19,1,Yes,48.7
7786,35,Female,Sales,43,4.01,1,3,0,No,70.2
7787,29,Female,IT,37,1.23,1,14,0,No,38.2
7788,59,Male,Finance,23,1.81,3,23,1,No,34.2
7789,32,Male,HR,34,1.6,3,10,4,No,39.8
7790,52,Female,Finance,31,1.02,2,15,0,No,31.9
7791,45,Male,IT,22,3.16,2,19,3,No,47.0
7792,59,Male,IT,51,1.76,3,20,1,No,53.3
7793,38,Male,IT,55,3.53,2,3,2,No,73.8
7794,35,Male,IT,40,3.01,3,4,1,No,58.1
7795,52,Female,Operations,25,3.67,5,18,2,No,54.2
7796,26,Female,Finance,21,4.93,4,15,0,No,64.0
7797,55,Male,Sales,28,1.88,2,18,4,No,38.4
7798,54,Female,HR,31,3.66,5,23,2,No,58.3
7799,58,Female,HR,43,4.33,4,27,4,Yes,73.4
7800,25,Female,Marketing,33,4.83,2,29,2,No,71.4
7801,38,Female,Operations,31,3.49,3,15,4,No,56.6
7802,36,Female,IT,46,1.52,5,0,2,Yes,47.4
7803,28,Female,IT,29,1.22,1,2,1,Yes,32.5
7804,45,Male,IT,21,2.11,2,1,1,No,35.8
7805,52,Female,Operations,50,4.71,3,9,0,No,82.1
7806,46,Male,Sales,47,3.15,2,26,1,No,64.4
7807,42,Male,IT,35,3.32,2,5,3,No,57.7
7808,51,Male,Marketing,20,3.44,3,7,0,No,48.4
7809,30,Male,Marketing,41,2.33,3,5,1,No,52.0
7810,32,Female,Sales,20,1.73,3,19,1,No,31.3
7811,48,Male,Operations,50,4.82,3,18,3,No,83.2
7812,26,Female,IT,41,4.02,4,15,4,No,68.9
7813,40,Female,Finance,53,3.04,5,3,1,No,67.5
7814,25,Female,Finance,31,2.51,3,15,2,No,46.8
7815,43,Male,HR,42,2.93,4,28,4,Yes,58.7
7816,29,Male,Sales,47,1.13,3,23,2,No,44.2
7817,49,Male,Finance,31,1.99,4,8,4,No,41.6
7818,36,Male,HR,46,2.0,3,23,2,No,52.2
7819,42,Female,Marketing,42,2.78,5,8,1,Yes,57.2
7820,28,Female,HR,20,1.95,4,7,2,No,33.5
7821,40,Male,IT,21,1.74,4,28,1,No,32.1
7822,34,Female,IT,50,4.06,2,4,3,No,75.6
7823,59,Male,Marketing,21,4.57,4,20,2,Yes,60.4
7824,57,Male,Sales,44,1.27,2,16,0,Yes,43.5
7825,54,Female,Operations,57,1.84,3,23,0,No,58.3
7826,31,Male,IT,38,4.09,4,26,2,No,67.5
7827,53,Female,IT,47,4.26,4,15,1,No,75.5
7828,51,Female,HR,25,3.0,3,17,4,No,47.5
7829,54,Female,HR,58,3.78,2,21,3,No,78.4
7830,27,Male,HR,38,1.31,4,5,2,No,39.7
7831,43,Male,Finance,36,4.4,4,27,3,No,69.2
7832,27,Male,Marketing,25,4.33,2,9,1,No,60.8
7833,45,Female,Sales,34,3.77,4,19,0,Yes,61.5
7834,23,Male,HR,41,4.67,5,24,1,No,75.4
7835,58,Male,Sales,53,1.19,3,15,1,No,49.0
7836,40,Female,HR,24,1.92,1,18,2,No,36.0
7837,54,Female,IT,42,2.45,5,7,3,No,53.9
7838,50,Female,Sales,24,1.63,2,17,4,No,33.1
7839,37,Female,Finance,29,4.26,3,4,3,No,62.9
7840,30,Male,HR,23,4.03,3,28,4,Yes,56.4
7841,55,Male,Operations,31,4.09,5,12,0,Yes,62.6
7842,40,Male,Marketing,29,2.17,5,14,3,No,42.0
7843,38,Male,IT,49,4.05,4,5,4,No,74.8
7844,47,Female,HR,43,1.49,2,1,3,No,45.0
7845,56,Male,Sales,24,1.43,3,22,1,Yes,31.1
7846,43,Female,HR,32,3.34,3,14,0,No,55.8
7847,52,Male,IT,55,1.19,2,26,3,No,50.4
7848,30,Male,Marketing,28,4.75,4,10,1,No,67.1
7849,31,Female,Marketing,37,2.32,1,4,1,No,49.1
7850,58,Male,Marketing,54,2.91,3,9,0,No,66.9
7851,26,Female,Operations,50,4.25,3,28,3,No,77.5
7852,54,Female,IT,43,2.6,4,19,2,No,56.1
7853,56,Female,Operations,23,2.72,3,19,2,No,43.3
7854,57,Male,Operations,45,2.39,3,17,2,No,55.4
7855,37,Female,HR,29,2.41,3,11,1,No,44.4
7856,32,Male,IT,28,2.87,3,24,3,No,48.3
7857,41,Female,IT,20,4.78,2,16,4,Yes,61.8
7858,39,Male,HR,35,4.74,2,16,3,Yes,71.9
7859,23,Male,Finance,32,3.18,4,3,0,No,54.2
7860,38,Female,Operations,57,2.82,2,18,4,No,68.1
7861,39,Male,Marketing,33,4.23,2,24,0,Yes,65.4
7862,26,Female,Sales,59,3.72,5,28,3,No,78.5
7863,36,Male,Operations,42,4.53,2,22,0,No,74.7
7864,28,Female,Sales,37,3.92,3,26,1,No,65.1
7865,38,Female,HR,47,4.81,3,17,2,No,81.0
7866,59,Male,Sales,39,4.54,3,19,3,No,72.7
7867,32,Female,Finance,20,4.42,3,20,4,No,58.2
7868,30,Female,IT,31,2.57,2,9,4,Yes,47.4
7869,27,Female,Marketing,46,2.54,3,27,0,No,57.6
7870,21,Male,Sales,32,3.96,2,13,2,No,62.0
7871,56,Female,Sales,23,1.33,4,19,3,No,29.4
7872,41,Male,HR,44,2.29,3,12,1,Yes,53.7
7873,57,Male,HR,25,4.73,4,13,0,No,64.8
7874,44,Male,IT,41,2.8,2,3,3,No,56.7
7875,45,Female,Marketing,57,2.08,3,3,3,No,60.7
7876,27,Female,Sales,55,2.91,4,23,2,No,67.6
7877,37,Male,IT,22,2.15,4,22,4,No,36.9
7878,49,Female,Marketing,34,4.07,5,3,2,No,64.5
7879,50,Female,IT,30,4.4,2,10,0,No,65.0
7880,27,Male,Sales,53,4.13,3,0,0,Yes,78.4
7881,53,Female,HR,46,1.6,1,5,2,No,48.2
7882,27,Male,HR,42,2.34,5,4,3,Yes,52.8
7883,44,Male,HR,36,1.86,2,26,4,No,43.8
7884,31,Male,Finance,42,1.17,5,4,0,No,41.1
7885,29,Female,IT,53,3.96,3,26,2,No,76.7
7886,32,Female,Sales,40,2.71,5,11,0,Yes,55.1
7887,55,Male,IT,52,2.11,2,14,4,No,57.5
7888,24,Male,HR,24,2.23,3,5,1,Yes,39.1
7889,56,Male,Operations,36,1.54,2,11,1,No,40.6
7890,48,Female,Operations,20,4.31,3,23,3,No,57.1
7891,33,Female,IT,26,1.58,5,21,3,Yes,34.0
7892,43,Female,Marketing,22,2.35,3,13,1,No,38.9
7893,39,Female,Operations,45,1.03,3,21,4,No,41.8
7894,57,Female,Operations,35,2.75,3,22,2,No,52.0
7895,59,Male,IT,35,2.42,3,10,2,No,48.7
7896,44,Male,Finance,33,3.88,4,7,4,No,61.9
7897,36,Female,Finance,45,3.86,3,19,2,No,70.1
7898,53,Male,HR,46,1.15,2,6,3,No,43.7
7899,32,Male,Sales,36,1.46,3,23,2,Yes,39.8
7900,54,Male,Marketing,23,4.62,3,5,2,Yes,62.3
7901,27,Male,Sales,36,4.17,5,24,3,Yes,66.9
7902,31,Female,Sales,52,2.56,3,12,0,Yes,62.0
7903,51,Female,Marketing,49,1.67,3,5,1,No,51.0
7904,49,Male,Finance,40,2.04,4,19,2,No,48.4
7905,33,Female,Operations,36,3.63,2,29,1,No,61.5
7906,51,Male,HR,30,4.78,1,21,1,Yes,68.8
7907,22,Female,IT,49,3.46,4,1,4,No,68.9
7908,59,Male,Finance,37,1.11,3,10,4,No,37.0
7909,35,Female,HR,39,3.6,2,7,4,No,63.3
7910,31,Female,Operations,53,4.78,3,29,0,No,84.9
7911,54,Female,Finance,47,2.43,3,26,0,No,57.2
7912,59,Female,Marketing,28,4.73,3,21,1,No,66.9
7913,24,Female,Sales,50,3.68,3,3,1,No,71.8
7914,31,Male,Marketing,35,1.76,3,6,1,No,42.1
7915,49,Female,Operations,50,1.58,4,14,1,No,50.8
7916,22,Male,IT,48,1.71,1,23,3,No,50.7
7917,36,Male,Marketing,32,3.8,3,18,1,No,60.4
7918,59,Male,Operations,42,3.36,3,9,4,No,63.0
7919,33,Female,Sales,33,2.82,3,2,1,Yes,51.3
7920,57,Male,Finance,58,2.05,5,9,4,Yes,61.1
7921,37,Male,HR,21,4.63,4,18,4,No,61.0
7922,41,Female,Operations,31,1.85,2,2,1,No,40.2
7923,39,Female,Operations,47,2.13,3,17,1,No,54.2
7924,27,Male,IT,51,1.22,4,4,2,No,47.9
7925,58,Female,Finance,43,2.1,5,21,4,No,51.1
7926,28,Male,Operations,56,4.69,3,0,1,No,86.1
7927,33,Female,Operations,48,1.75,3,5,1,No,51.1
7928,57,Female,HR,37,1.82,3,6,2,No,44.1
7929,22,Male,Sales,22,3.4,1,1,3,No,49.4
7930,31,Female,Marketing,32,3.27,3,16,4,Yes,55.1
7931,44,Male,Finance,32,1.7,4,22,4,No,39.4
7932,26,Male,HR,48,1.62,3,21,2,No,49.8
7933,46,Female,HR,21,1.47,3,29,3,No,29.4
7934,27,Male,Marketing,47,4.44,5,2,0,No,77.3
7935,59,Female,Finance,23,3.62,2,28,2,No,52.3
7936,39,Male,Finance,24,4.81,2,1,1,No,64.9
7937,26,Male,Sales,58,1.66,2,28,1,No,57.2
7938,49,Female,Finance,24,2.84,3,17,1,No,45.2
7939,59,Male,Operations,27,3.97,4,13,0,No,58.6
7940,22,Male,Marketing,53,1.85,3,15,1,No,55.6
7941,39,Male,Finance,44,3.74,1,11,0,No,68.2
7942,24,Female,Sales,46,2.9,2,17,2,No,61.2
7943,26,Male,HR,26,2.72,4,7,0,No,45.4
7944,57,Male,Operations,55,3.58,3,0,1,No,74.3
7945,48,Male,Finance,51,2.87,5,27,4,No,64.4
7946,50,Male,Marketing,40,4.28,4,2,1,No,70.8
7947,27,Male,Finance,37,4.72,3,23,0,Yes,73.1
7948,29,Female,IT,21,3.36,3,21,0,No,48.3
7949,45,Female,Sales,24,2.2,3,6,3,No,38.8
7950,53,Male,HR,57,4.11,4,1,3,No,81.0
7951,21,Male,IT,47,1.68,3,15,3,Yes,49.7
7952,26,Female,Marketing,50,1.38,2,29,1,No,48.8
7953,38,Male,Finance,43,3.07,3,8,0,Yes,60.8
7954,30,Male,Sales,52,3.59,4,22,3,No,72.3
7955,48,Female,Operations,58,4.34,3,2,4,Yes,84.0
7956,31,Female,Finance,31,4.82,3,24,2,No,69.9
7957,53,Male,Finance,58,4.49,4,18,2,No,85.5
7958,21,Male,Finance,28,4.95,3,13,3,No,69.1
7959,33,Male,Operations,34,2.9,3,25,3,No,52.8
7960,57,Male,Finance,42,2.27,3,23,3,No,52.1
7961,40,Female,Sales,41,2.84,5,14,2,Yes,57.1
7962,21,Female,Operations,55,3.58,4,22,3,No,74.3
7963,23,Female,Operations,29,3.03,2,28,4,No,50.6
7964,38,Male,IT,47,3.54,2,15,4,No,68.3
7965,34,Male,Marketing,54,4.55,2,18,4,No,83.3
7966,51,Male,Operations,48,1.66,4,14,4,No,50.2
7967,47,Female,IT,24,1.48,3,13,0,No,31.6
7968,37,Female,Sales,23,2.99,5,4,3,No,46.0
7969,49,Male,Marketing,34,4.93,1,6,1,Yes,73.1
7970,56,Male,Operations,49,1.24,1,2,0,No,46.7
7971,57,Female,HR,45,4.95,3,28,1,No,81.0
7972,46,Male,IT,42,4.87,2,1,1,No,78.1
7973,37,Male,Sales,58,2.17,3,24,0,No,62.3
7974,42,Male,Sales,48,4.56,4,15,3,Yes,79.2
7975,45,Male,Sales,41,1.03,3,1,0,No,39.0
7976,22,Female,Marketing,54,2.82,5,2,2,No,66.0
7977,42,Female,Finance,37,2.61,4,11,4,No,52.0
7978,25,Female,HR,54,4.61,3,0,0,Yes,83.9
7979,24,Female,Marketing,52,2.89,3,14,0,No,65.3
7980,56,Female,Marketing,26,2.67,4,28,2,No,44.9
7981,26,Male,Operations,53,3.56,3,0,4,No,72.7
7982,41,Male,IT,29,2.5,2,0,1,No,45.3
7983,33,Male,HR,43,3.15,3,14,2,Yes,61.6
7984,57,Male,Sales,44,4.82,2,25,3,Yes,79.0
7985,45,Female,Marketing,46,1.81,5,2,0,No,50.3
7986,46,Female,HR,25,2.84,2,13,0,No,45.9
7987,59,Female,IT,27,1.06,3,21,2,No,29.5
7988,40,Male,Finance,40,4.37,2,9,0,No,71.7
7989,53,Male,HR,38,1.37,3,2,4,Yes,40.3
7990,34,Male,Sales,53,1.38,1,19,4,No,50.9
7991,56,Female,Marketing,58,4.53,5,17,2,Yes,85.9
7992,37,Male,Finance,42,2.64,3,22,2,No,55.8
7993,41,Male,IT,32,3.75,5,3,2,No,59.9
7994,36,Male,Sales,58,4.43,2,26,3,No,84.9
7995,36,Female,Finance,47,2.5,3,16,0,No,57.9
7996,40,Female,Operations,25,2.05,3,19,1,No,38.0
7997,49,Female,Operations,31,1.68,3,3,1,No,38.5
7998,48,Female,IT,22,3.43,3,14,1,No,49.7
7999,28,Male,Sales,39,2.01,4,10,2,Yes,47.4
8000,44,Male,Marketing,27,3.54,3,2,3,No,54.3
8001,23,Male,IT,45,2.27,3,23,3,No,54.2
8002,45,Female,Finance,57,2.39,4,6,1,No,63.8
8003,39,Female,Sales,47,2.0,5,9,1,No,52.9
8004,53,Male,Operations,54,2.67,3,25,3,Yes,64.5
8005,22,Male,Operations,57,1.65,2,18,2,No,56.4
8006,35,Female,HR,21,2.28,4,19,2,Yes,37.5
8007,42,Male,Sales,26,4.11,4,7,1,No,59.3
8008,30,Female,Finance,44,1.86,2,14,4,No,49.4
8009,38,Male,Finance,51,4.79,3,12,2,No,83.6
8010,42,Male,HR,31,2.97,2,25,4,No,51.4
8011,47,Male,Finance,30,1.43,1,2,0,No,35.3
8012,33,Female,Sales,29,4.77,4,20,2,No,68.0
8013,53,Male,Operations,54,2.83,3,20,4,Yes,66.1
8014,25,Male,IT,23,3.23,2,14,0,No,48.4
8015,46,Female,Operations,21,1.74,2,20,0,Yes,32.1
8016,33,Male,Operations,47,2.33,1,20,1,Yes,56.2
8017,47,Male,Sales,33,3.81,5,24,4,No,61.2
8018,34,Female,Finance,48,1.5,3,9,1,Yes,48.6
8019,44,Male,HR,21,3.28,2,28,0,No,47.5
8020,23,Male,HR,53,3.77,4,20,2,Yes,74.8
8021,50,Female,Marketing,52,1.01,4,14,2,No,46.5
8022,55,Female,HR,39,4.35,3,26,2,No,70.8
8023,34,Female,HR,49,1.23,2,29,4,No,46.6
8024,32,Female,Finance,45,1.99,3,26,3,No,51.4
8025,48,Male,IT,39,4.85,4,13,1,No,75.8
8026,49,Male,IT,20,1.32,3,8,3,No,27.2
8027,37,Male,Finance,20,4.3,3,28,3,No,57.0
8028,41,Female,HR,44,3.61,2,24,0,No,66.9
8029,43,Male,Sales,52,3.39,5,14,1,No,70.3
8030,40,Male,Operations,42,3.33,5,13,0,No,62.7
8031,31,Female,Operations,30,1.67,4,14,3,No,37.7
8032,54,Female,IT,34,3.68,3,26,0,No,60.6
8033,30,Female,Finance,33,4.81,3,13,0,No,71.2
8034,30,Female,Sales,20,1.31,5,9,4,Yes,27.1
8035,26,Male,HR,52,2.33,3,11,1,No,59.7
8036,56,Female,Finance,25,2.89,1,19,1,No,46.4
8037,44,Male,IT,42,1.93,1,13,3,No,48.7
8038,32,Male,Sales,45,3.96,5,24,2,No,71.1
8039,43,Female,Sales,22,3.75,5,26,0,No,52.9
8040,47,Female,IT,25,1.47,3,14,1,No,32.2
8041,57,Female,Sales,59,3.28,2,11,2,Yes,74.1
8042,26,Female,Operations,44,2.48,3,28,1,No,55.6
8043,21,Female,IT,36,1.91,4,1,3,Yes,44.3
8044,26,Male,Operations,47,4.39,1,18,0,No,76.8
8045,42,Female,Finance,51,1.22,4,16,4,No,47.9
8046,44,Female,Marketing,48,2.87,3,14,3,No,62.3
8047,45,Female,HR,42,2.9,3,26,3,No,58.4
8048,35,Male,Finance,35,3.28,3,22,3,No,57.3
8049,46,Male,Operations,51,1.79,3,9,2,Yes,53.6
8050,28,Female,HR,45,4.48,2,29,3,No,76.3
8051,44,Male,HR,52,4.86,3,10,4,No,85.0
8052,58,Female,Operations,38,3.2,1,13,0,No,58.6
8053,26,Male,Operations,36,2.02,4,8,1,No,45.4
8054,55,Male,IT,57,4.51,4,28,2,No,85.0
8055,21,Female,Marketing,33,4.95,3,2,3,No,72.6
8056,56,Male,Operations,37,3.97,2,23,1,No,65.6
8057,32,Female,HR,40,2.33,4,0,3,No,51.3
8058,58,Male,HR,58,1.94,3,5,0,Yes,60.0
8059,31,Male,Finance,58,1.63,5,5,4,No,56.9
8060,32,Male,Marketing,47,1.94,3,4,4,Yes,52.3
8061,59,Female,Marketing,39,1.91,4,3,2,Yes,46.4
8062,27,Male,HR,25,4.87,1,2,1,No,66.2
8063,31,Female,Marketing,45,3.57,4,12,1,No,67.2
8064,56,Female,Finance,25,1.67,3,29,4,No,34.2
8065,51,Female,IT,58,2.95,3,3,0,No,70.1
8066,53,Female,HR,45,1.74,5,22,2,No,48.9
8067,33,Male,Sales,36,3.42,5,29,3,No,59.4
8068,38,Male,HR,59,2.37,5,6,2,No,65.0
8069,44,Female,HR,21,1.78,3,18,4,No,32.5
8070,29,Male,IT,40,1.97,3,10,3,No,47.7
8071,51,Female,Operations,26,3.7,2,9,2,No,55.2
8072,30,Female,Operations,39,2.63,2,18,0,No,53.6
8073,22,Male,Sales,22,3.05,3,18,1,Yes,45.9
8074,58,Female,Sales,55,4.29,2,4,3,No,81.4
8075,35,Female,Sales,38,3.62,2,0,2,Yes,62.8
8076,23,Male,Operations,49,2.85,3,25,0,No,62.8
8077,51,Female,IT,30,4.82,2,10,2,Yes,69.2
8078,26,Male,Marketing,32,1.86,3,12,3,No,41.0
8079,23,Male,Sales,52,2.16,3,29,0,Yes,58.0
8080,31,Female,Marketing,57,4.65,3,29,1,No,86.4
8081,35,Female,Finance,21,4.41,3,22,0,No,58.8
8082,48,Female,IT,42,1.52,3,28,2,No,44.6
8083,30,Female,Marketing,39,4.72,3,7,2,No,74.5
8084,58,Female,Operations,49,1.04,2,22,2,Yes,44.7
8085,27,Female,Operations,34,4.29,3,15,2,No,66.7
8086,35,Female,Sales,21,2.12,3,23,2,No,35.9
8087,38,Female,Sales,49,1.75,2,8,4,No,51.8
8088,38,Female,Marketing,44,2.79,4,3,0,Yes,58.7
8089,44,Female,Operations,23,4.59,4,18,0,No,62.0
8090,22,Female,Marketing,20,4.14,3,6,0,No,55.4
8091,40,Female,Finance,27,4.87,2,11,0,No,67.6
8092,54,Male,IT,33,3.16,3,8,3,No,54.7
8093,46,Female,Operations,30,3.04,1,12,2,No,51.4
8094,27,Female,HR,43,1.05,3,11,4,No,40.6
8095,58,Female,Operations,43,1.72,2,8,3,No,47.3
8096,50,Male,Finance,51,2.99,3,11,0,No,65.6
8097,25,Female,Operations,44,4.01,3,23,0,No,70.9
8098,31,Male,Finance,47,4.29,4,29,4,No,75.8
8099,21,Male,Operations,35,2.13,3,15,0,No,45.8
8100,54,Female,Finance,58,3.85,2,12,0,No,79.1
8101,21,Female,Sales,35,4.31,2,2,0,No,67.6
8102,39,Male,Marketing,55,2.5,3,5,0,No,63.5
8103,22,Female,Operations,31,3.78,3,13,3,Yes,59.5
8104,41,Male,IT,31,2.75,1,1,3,No,49.2
8105,40,Male,Sales,53,4.94,2,21,3,No,86.5
8106,43,Male,Finance,57,1.03,2,20,0,No,50.2
8107,41,Female,IT,39,2.66,4,19,1,Yes,53.9
8108,44,Male,Sales,34,2.05,4,2,3,No,44.3
8109,24,Male,HR,41,4.4,3,15,2,No,72.7
8110,32,Female,Operations,35,2.15,4,7,2,No,46.0
8111,42,Male,Operations,43,3.18,4,25,1,Yes,61.9
8112,40,Female,Finance,22,3.96,1,5,4,No,55.0
8113,38,Female,Sales,20,2.99,3,24,2,No,43.9
8114,21,Female,Sales,57,2.64,2,2,4,No,66.3
8115,50,Male,Finance,36,1.17,3,4,2,No,36.9
8116,53,Male,HR,40,1.09,3,3,1,No,38.9
8117,44,Female,Operations,32,4.83,3,5,3,No,70.7
8118,34,Male,Marketing,21,3.57,2,1,4,No,50.4
8119,56,Male,HR,21,4.3,4,21,4,Yes,57.7
8120,25,Male,Finance,44,2.92,4,2,1,Yes,60.0
8121,31,Male,Marketing,47,2.05,2,7,4,No,53.4
8122,44,Female,Sales,45,2.18,3,14,2,No,53.3
8123,51,Female,HR,54,1.17,5,9,3,Yes,49.5
8124,33,Male,HR,47,4.16,1,14,0,No,74.5
8125,36,Male,Operations,52,3.33,2,25,1,No,69.7
8126,44,Female,Operations,37,2.92,4,26,4,No,55.1
8127,33,Male,Marketing,33,4.41,3,5,4,No,67.2
8128,44,Female,Sales,28,2.78,5,11,4,No,47.4
8129,46,Male,HR,49,4.79,3,7,4,No,82.2
8130,22,Female,Marketing,22,1.05,3,22,1,No,25.9
8131,36,Female,HR,53,4.94,3,5,2,No,86.5
8132,58,Male,Operations,52,4.26,2,24,2,Yes,79.0
8133,21,Male,Sales,46,2.42,3,26,3,No,56.4
8134,31,Female,Sales,28,3.38,3,24,3,Yes,53.4
8135,55,Female,IT,32,4.46,3,25,0,No,67.0
8136,49,Male,Marketing,49,2.93,5,15,2,No,63.6
8137,57,Female,Operations,35,1.2,4,25,1,No,36.5
8138,37,Male,Operations,45,4.61,2,14,2,No,77.6
8139,59,Female,Operations,24,3.07,5,19,2,No,47.5
8140,48,Female,Finance,46,3.18,4,14,3,Yes,64.0
8141,49,Male,HR,34,1.05,4,7,4,No,34.3
8142,23,Male,Sales,47,1.4,2,18,4,Yes,46.9
8143,30,Male,HR,22,4.11,1,13,2,No,56.5
8144,34,Female,HR,20,2.74,3,26,2,No,41.4
8145,32,Male,Finance,20,4.99,3,20,2,Yes,63.9
8146,50,Male,Sales,25,3.78,4,15,2,Yes,55.3
8147,52,Female,IT,30,4.8,2,11,3,No,69.0
8148,52,Male,Operations,35,2.12,1,2,2,Yes,45.7
8149,52,Female,Marketing,52,1.7,3,25,2,No,53.4
8150,46,Male,HR,43,2.51,2,19,0,No,55.2
8151,21,Male,Finance,51,2.06,1,4,0,No,56.3
8152,22,Male,Finance,29,3.45,1,12,2,No,54.8
8153,37,Female,Marketing,44,3.98,2,14,4,No,70.6
8154,50,Male,Marketing,29,2.61,3,7,1,No,46.4
8155,59,Female,Sales,32,1.36,4,13,0,Yes,36.0
8156,27,Male,HR,20,1.11,4,25,2,No,25.1
8157,47,Male,HR,54,1.87,3,14,0,No,56.5
8158,29,Female,Marketing,33,3.93,3,23,2,No,62.4
8159,42,Male,Operations,40,1.89,3,29,4,No,46.9
8160,54,Male,IT,57,4.64,4,18,4,No,86.3
8161,21,Male,HR,20,3.61,4,7,0,No,50.1
8162,29,Female,Finance,39,4.45,2,9,1,Yes,71.8
8163,40,Female,Operations,24,2.54,5,12,1,Yes,42.2
8164,39,Male,Marketing,59,4.93,4,3,1,No,90.6
8165,56,Male,HR,51,3.72,1,10,1,No,72.9
8166,24,Female,Sales,20,2.43,3,1,3,No,38.3
8167,29,Female,Marketing,59,1.85,3,29,2,No,59.8
8168,42,Male,Finance,21,4.47,1,18,4,No,59.4
8169,38,Female,Sales,50,2.27,3,23,1,No,57.7
8170,32,Male,Marketing,45,1.18,3,27,3,No,43.3
8171,59,Male,Marketing,28,2.11,4,20,2,No,40.7
8172,29,Male,HR,49,1.72,5,17,3,No,51.5
8173,26,Male,Sales,27,2.28,2,22,0,Yes,41.7
8174,39,Male,Marketing,24,3.45,3,20,0,No,51.3
8175,27,Female,Operations,58,3.0,4,5,1,No,70.6
8176,36,Male,Finance,23,3.84,4,13,0,No,54.5
8177,25,Male,Sales,59,2.34,3,17,2,Yes,64.7
8178,36,Male,Operations,55,1.48,2,10,1,Yes,53.3
8179,21,Female,HR,40,1.64,4,6,3,No,44.4
8180,57,Female,IT,52,4.19,3,14,4,No,78.3
8181,59,Male,Marketing,45,1.39,2,0,4,Yes,45.4
8182,39,Male,IT,59,4.19,5,25,4,No,83.2
8183,57,Male,Marketing,58,1.85,5,9,2,Yes,59.1
8184,37,Male,Operations,30,3.71,3,20,1,No,58.1
8185,46,Male,HR,40,3.49,4,8,0,No,62.9
8186,42,Male,HR,41,1.39,3,22,1,No,42.6
8187,28,Female,HR,56,3.66,3,29,3,Yes,75.8
8188,53,Female,HR,26,2.79,3,15,4,No,46.1
8189,22,Male,Sales,32,3.83,5,15,1,No,60.7
8190,50,Male,Sales,39,4.34,3,24,1,No,70.7
8191,40,Female,Marketing,34,1.16,3,24,0,No,35.4
8192,38,Female,Sales,57,3.59,2,16,3,No,75.8
8193,30,Male,Marketing,53,1.42,2,23,4,No,51.3
8194,44,Female,Sales,55,2.52,3,11,0,No,63.7
8195,24,Male,Sales,44,1.05,5,6,4,Yes,41.3
8196,57,Male,Sales,48,2.31,3,26,0,No,56.7
8197,24,Male,Finance,47,1.68,3,1,0,No,49.7
8198,33,Female,HR,33,3.23,3,2,4,No,55.4
8199,45,Male,Finance,23,3.05,3,5,3,Yes,46.6
8200,33,Female,Sales,57,4.17,4,26,2,No,81.6
8201,38,Male,Sales,26,3.56,5,26,2,Yes,53.8
8202,44,Male,Finance,32,3.86,2,18,1,Yes,61.0
8203,22,Female,Operations,36,1.37,4,7,1,No,38.9
8204,53,Male,Marketing,48,1.11,3,3,3,No,44.7
8205,39,Male,HR,36,4.88,5,28,2,Yes,74.0
8206,29,Male,Marketing,55,2.71,5,6,1,No,65.6
8207,48,Female,Operations,38,2.58,3,3,2,No,52.4
8208,55,Male,HR,45,1.14,3,17,2,No,42.9
8209,59,Male,IT,28,1.48,4,6,2,No,34.4
8210,30,Male,HR,21,4.76,3,23,1,No,62.3
8211,21,Female,Marketing,39,3.78,1,0,1,No,65.1
8212,41,Male,HR,42,2.64,3,4,3,Yes,55.8
8213,29,Male,IT,37,4.62,3,9,0,No,72.1
8214,35,Male,IT,45,3.36,4,13,1,No,65.1
8215,55,Female,Sales,44,3.99,3,23,4,Yes,70.7
8216,25,Male,IT,36,2.73,4,0,0,No,52.5
8217,42,Male,Finance,58,2.73,3,11,2,Yes,67.9
8218,43,Female,Marketing,29,1.27,3,18,3,No,33.0
8219,27,Female,Finance,44,3.94,4,1,4,No,70.2
8220,43,Female,Operations,47,1.4,2,13,4,No,46.9
8221,45,Male,Finance,45,4.06,1,2,0,No,72.1
8222,47,Female,Marketing,31,1.76,1,18,3,No,39.3
8223,26,Female,Operations,38,1.99,1,2,0,No,46.5
8224,54,Male,Finance,42,4.67,3,12,1,No,76.1
8225,29,Male,Finance,33,2.89,2,16,2,No,52.0
8226,53,Male,Operations,36,1.5,4,2,3,No,40.2
8227,26,Female,Finance,34,4.62,4,13,1,No,70.0
8228,57,Male,IT,40,2.81,3,1,2,No,56.1
